geo_name,geo_sumlevel,geo_id,violent_crime_2015,violent_crime_2016,violent_crime_2017
"Wright County, MO","county",05000US29229,222.74,222.74,234.4
"St. Louis city, MO","county",05000US29510,1885.3,1885.3,1702.75
"Beaverhead County, MT","county",05000US30001,158.07,158.07,110.42
"Big Horn County, MT","county",05000US30003,199.86,199.86,212.38
"Blaine County, MT","county",05000US30005,237.35,237.35,177.57
"Broadwater County, MT","county",05000US30007,275.4,275.4,346.12
"Carbon County, MT","county",05000US30009,250.47,250.47,195.26
"Carter County, MT","county",05000US30011,28.65,28.65,0
"Cascade County, MT","county",05000US30013,230.69,230.69,246.99
"Chouteau County, MT","county",05000US30015,125.64,125.64,102.86
"Custer County, MT","county",05000US30017,189.61,189.61,186.71
"Daniels County, MT","county",05000US30019,170.04,170.04,92.73
"Dawson County, MT","county",05000US30021,203.22,203.22,228.13
"Deer Lodge County, MT","county",05000US30023,338.77,338.77,318.24
"Fallon County, MT","county",05000US30025,91.09,91.09,97.85
"Fergus County, MT","county",05000US30027,249.19,249.19,341.7
"Flathead County, MT","county",05000US30029,297.89,297.89,275.09
"Gallatin County, MT","county",05000US30031,192.89,192.89,186.89
"Garfield County, MT","county",05000US30033,0,0,25.8
"Glacier County, MT","county",05000US30035,273.16,273.16,248.6
"Golden Valley County, MT","county",05000US30037,229.62,229.62,312.99
"Granite County, MT","county",05000US30039,53.91,53.91,42.61
"Hill County, MT","county",05000US30041,481.1,481.1,472.43
"Jefferson County, MT","county",05000US30043,145.46,145.46,191.42
"Judith Basin County, MT","county",05000US30045,48.54,48.54,165.32
"Lake County, MT","county",05000US30047,392.43,392.43,437.79
"Lewis and Clark County, MT","county",05000US30049,311.27,311.27,320.92
"Lincoln County, MT","county",05000US30053,224.47,224.47,202.82
"McCone County, MT","county",05000US30055,96.04,96.04,19.5
"Madison County, MT","county",05000US30057,73.39,73.39,107.58
"Meagher County, MT","county",05000US30059,174.73,174.73,120.21
"Mineral County, MT","county",05000US30061,23.58,23.58,47.21
"Missoula County, MT","county",05000US30063,281.42,281.42,292.62
"Musselshell County, MT","county",05000US30065,310.47,310.47,346.9
"Park County, MT","county",05000US30067,244.74,244.74,193.8
"Phillips County, MT","county",05000US30071,202.74,202.74,199.19
"Pondera County, MT","county",05000US30073,150.04,150.04,106.76
"Powell County, MT","county",05000US30077,197.17,197.17,305.58
"Prairie County, MT","county",05000US30079,113.15,113.15,114.32
"Ravalli County, MT","county",05000US30081,247.6,247.6,184.32
"Richland County, MT","county",05000US30083,188.06,188.06,229.67
"Roosevelt County, MT","county",05000US30085,354.23,354.23,541.21
"Rosebud County, MT","county",05000US30087,178.62,178.62,143.56
"Sanders County, MT","county",05000US30089,194.5,194.5,174.58
"Sheridan County, MT","county",05000US30091,311.22,311.22,522.55
"Silver Bow County, MT","county",05000US30093,274.86,274.86,287.72
"Stillwater County, MT","county",05000US30095,210.83,210.83,229.74
"Sweet Grass County, MT","county",05000US30097,182.12,182.12,118.66
"Teton County, MT","county",05000US30099,92.73,92.73,82.06
"Toole County, MT","county",05000US30101,331.87,331.87,346.55
"Valley County, MT","county",05000US30105,147.7,147.7,131.34
"Wheatland County, MT","county",05000US30107,161.22,161.22,93.98
"Wibaux County, MT","county",05000US30109,0,0,0
"Yellowstone County, MT","county",05000US30111,260.05,260.05,318.3
"Adams County, NE","county",05000US31001,154.59,154.59,203.74
"Antelope County, NE","county",05000US31003,45.78,45.78,60.32
"Arthur County, NE","county",05000US31005,0,0,0
"Box Butte County, NE","county",05000US31013,184.88,184.88,207.21
"Boyd County, NE","county",05000US31015,47.43,47.43,
"Brown County, NE","county",05000US31017,42.3,42.3,0
"Buffalo County, NE","county",05000US31019,132.49,132.49,156.16
"Burt County, NE","county",05000US31021,84.38,84.38,105.72
"Butler County, NE","county",05000US31023,35.42,35.42,54.23
"Cass County, NE","county",05000US31025,72.3,72.3,94.82
"Cedar County, NE","county",05000US31027,45.16,45.16,30.5
"Chase County, NE","county",05000US31029,116.61,116.61,156.24
"Cherry County, NE","county",05000US31031,208.36,208.36,190.08
"Cheyenne County, NE","county",05000US31033,83.48,83.48,202.02
"Cuming County, NE","county",05000US31039,39.85,39.85,14.66
"Custer County, NE","county",05000US31041,94.07,94.07,89.32
"Dakota County, NE","county",05000US31043,114.44,114.44,130.05
"Dawes County, NE","county",05000US31045,122.72,122.72,123.6
"Dawson County, NE","county",05000US31047,145.72,145.72,143.84
"Deuel County, NE","county",05000US31049,50.87,50.87,67.52
"Dixon County, NE","county",05000US31051,101.78,101.78,58.83
"Dodge County, NE","county",05000US31053,126.5,126.5,141.11
"Douglas County, NE","county",05000US31055,477.7,477.7,484.88
"Franklin County, NE","county",05000US31061,20.6,20.6,21.13
"Gage County, NE","county",05000US31067,247.74,247.74,362.79
"Gosper County, NE","county",05000US31073,49.41,49.41,50.24
"Hall County, NE","county",05000US31079,280.92,280.92,254.09
"Hamilton County, NE","county",05000US31081,98.32,98.32,80.74
"Hitchcock County, NE","county",05000US31087,114.69,114.69,81.03
"Holt County, NE","county",05000US31089,28.65,28.65,47.86
"Hooker County, NE","county",05000US31091,0,0,0
"Johnson County, NE","county",05000US31097,31.79,31.79,64.48
"Kearney County, NE","county",05000US31099,86.43,86.43,121.82
"Keith County, NE","county",05000US31101,79.46,79.46,77.13
"Keya Paha County, NE","county",05000US31103,0,0,0
"Knox County, NE","county",05000US31107,7.66,7.66,31.07
"Lancaster County, NE","county",05000US31109,387.66,387.66,343.44
"Lincoln County, NE","county",05000US31111,190.31,190.31,195.26
"Madison County, NE","county",05000US31119,110.23,110.23,107.81
"Merrick County, NE","county",05000US31121,191.2,191.2,
"Morrill County, NE","county",05000US31123,59.24,59.24,13.48
"Nance County, NE","county",05000US31125,53.24,53.24,79.66
"Nemaha County, NE","county",05000US31127,59.38,59.38,98.85
"Nuckolls County, NE","county",05000US31129,66.37,66.37,
"Otoe County, NE","county",05000US31131,34.6,34.6,37.72
"Pawnee County, NE","county",05000US31133,36.04,36.04,24.32
"Perkins County, NE","county",05000US31135,22.36,22.36,68.13
"Phelps County, NE","county",05000US31137,90.23,90.23,86.56
"Pierce County, NE","county",05000US31139,30.22,30.22,86.12
"Platte County, NE","county",05000US31141,97.35,97.35,76.27
"Polk County, NE","county",05000US31143,12.33,12.33,0
"Red Willow County, NE","county",05000US31145,96.04,96.04,96.69
"Richardson County, NE","county",05000US31147,62.95,62.95,47.49
"Rock County, NE","county",05000US31149,43.76,43.76,47.28
"Saline County, NE","county",05000US31151,137.3,137.3,105.42
"Sarpy County, NE","county",05000US31153,66.9,66.9,63.87
"Saunders County, NE","county",05000US31155,60.55,60.55,44.55
"Scotts Bluff County, NE","county",05000US31157,127.39,127.39,124.17
"Seward County, NE","county",05000US31159,42.85,42.85,57.36
"Sheridan County, NE","county",05000US31161,292.38,292.38,180.59
"Sherman County, NE","county",05000US31163,21.17,21.17,32.19
"Stanton County, NE","county",05000US31167,54.02,54.02,16.27
"Thayer County, NE","county",05000US31169,50.96,50.96,103.19
"Washington County, NE","county",05000US31177,19.59,19.59,74.1
"Wayne County, NE","county",05000US31179,104.22,104.22,
"Webster County, NE","county",05000US31181,87.27,87.27,80.6
"Wheeler County, NE","county",05000US31183,0,0,0
"York County, NE","county",05000US31185,43.61,43.61,28.85
"Churchill County, NV","county",05000US32001,189.53,189.53,186.62
"Clark County, NV","county",05000US32003,714.76,714.76,705.88
"Douglas County, NV","county",05000US32005,121.93,121.93,138.46
"Elko County, NV","county",05000US32007,321.89,321.89,371.4
"Esmeralda County, NV","county",05000US32009,255.1,255.1,206.87
"Eureka County, NV","county",05000US32011,450.3,450.3,358.66
"Humboldt County, NV","county",05000US32013,315.06,315.06,334.92
"Lander County, NV","county",05000US32015,709.89,709.89,674.41
"Lincoln County, NV","county",05000US32017,111.7,111.7,43.52
"Lyon County, NV","county",05000US32019,244.03,244.03,272.84
"Mineral County, NV","county",05000US32021,328.91,328.91,193.42
"Nye County, NV","county",05000US32023,673.77,673.77,366.43
"Pershing County, NV","county",05000US32027,891.34,891.34,840.79
"Storey County, NV","county",05000US32029,599.95,599.95,953.99
"Washoe County, NV","county",05000US32031,392.6,392.6,372.43
"White Pine County, NV","county",05000US32033,365.43,365.43,337.97
"Carson City County, NV","county",05000US32510,264.39,264.39,256.95
"Belknap County, NH","county",05000US33001,212.81,212.81,220.35
"Carroll County, NH","county",05000US33003,171.26,171.26,209.16
"Cheshire County, NH","county",05000US33005,186.02,186.02,199.59
"Coos County, NH","county",05000US33007,142.58,142.58,174.55
"Grafton County, NH","county",05000US33009,168.79,168.79,186.51
"Hillsborough County, NH","county",05000US33011,251.89,251.89,274.66
"Merrimack County, NH","county",05000US33013,155.16,155.16,157.37
"Rockingham County, NH","county",05000US33015,122.86,122.86,125.93
"Strafford County, NH","county",05000US33017,210.02,210.02,233.21
"Sullivan County, NH","county",05000US33019,161.46,161.46,193.63
"Atlantic County, NJ","county",05000US34001,498.85,498.85,428.79
"Bergen County, NJ","county",05000US34003,97.59,97.59,88.92
"Burlington County, NJ","county",05000US34005,147.09,147.09,158.93
"Camden County, NJ","county",05000US34007,617.95,617.95,550.69
"Cape May County, NJ","county",05000US34009,276.78,276.78,253.7
"Cumberland County, NJ","county",05000US34011,533.69,533.69,532.96
"Essex County, NJ","county",05000US34013,673.65,673.65,681.23
"Gloucester County, NJ","county",05000US34015,159.67,159.67,130.96
"Hudson County, NJ","county",05000US34017,459.79,459.79,406.44
"Hunterdon County, NJ","county",05000US34019,48.21,48.21,40.35
"Mercer County, NJ","county",05000US34021,445.19,445.19,401.89
"Middlesex County, NJ","county",05000US34023,177.58,177.58,158.87
"Monmouth County, NJ","county",05000US34025,187.14,187.14,161.95
"Morris County, NJ","county",05000US34027,73.33,73.33,65.48
"Ocean County, NJ","county",05000US34029,113.86,113.86,97.81
"Passaic County, NJ","county",05000US34031,497.28,497.28,451.16
"Salem County, NJ","county",05000US34033,270.88,270.88,257.24
"Somerset County, NJ","county",05000US34035,75.22,75.22,66.05
"Sussex County, NJ","county",05000US34037,53.98,53.98,50.01
"Union County, NJ","county",05000US34039,417.64,417.64,362.61
"Warren County, NJ","county",05000US34041,93.38,93.38,75.1
"Bernalillo County, NM","county",05000US35001,758.01,758.01,774.75
"Catron County, NM","county",05000US35003,26.7,26.7,84.15
"Chaves County, NM","county",05000US35005,566.61,566.61,580.03
"Cibola County, NM","county",05000US35006,718.16,718.16,606.78
"Colfax County, NM","county",05000US35007,209.59,209.59,210.4
"Curry County, NM","county",05000US35009,464.69,464.69,438.53
"De Baca County, NM","county",05000US35011,462.01,462.01,402.31
"Doña Ana County, NM","county",05000US35013,358.22,358.22,320.39
"Eddy County, NM","county",05000US35015,617.85,617.85,610.79
"Grant County, NM","county",05000US35017,487.86,487.86,709.65
"Guadalupe County, NM","county",05000US35019,519.5,519.5,704.82
"Hidalgo County, NM","county",05000US35023,231.1,231.1,302.31
"Lea County, NM","county",05000US35025,480.83,480.83,537.35
"Lincoln County, NM","county",05000US35027,361.07,361.07,278.67
"Los Alamos County, NM","county",05000US35028,259.42,259.42,280.91
"Luna County, NM","county",05000US35029,612.2,612.2,731.9
"McKinley County, NM","county",05000US35031,635.21,635.21,730.2
"Mora County, NM","county",05000US35033,61.46,61.46,107.53
"Otero County, NM","county",05000US35035,317.08,317.08,268.52
"Quay County, NM","county",05000US35037,418.76,418.76,381.17
"Rio Arriba County, NM","county",05000US35039,489.08,489.08,539.78
"Roosevelt County, NM","county",05000US35041,369.25,369.25,522.29
"Sandoval County, NM","county",05000US35043,269.62,269.62,236.06
"San Juan County, NM","county",05000US35045,643.68,643.68,566.27
"San Miguel County, NM","county",05000US35047,479.29,479.29,481.97
"Santa Fe County, NM","county",05000US35049,371.47,371.47,314.28
"Sierra County, NM","county",05000US35051,399.2,399.2,319.68
"Socorro County, NM","county",05000US35053,680.47,680.47,660.45
"Taos County, NM","county",05000US35055,510.29,510.29,433.49
"Torrance County, NM","county",05000US35057,196.67,196.67,307.89
"Union County, NM","county",05000US35059,472.97,472.97,285.42
"Valencia County, NM","county",05000US35061,497.43,497.43,758.62
"Albany County, NY","county",05000US36001,367.99,367.99,332.18
"Allegany County, NY","county",05000US36003,151.08,151.08,173.17
"Bronx County, NY","county",05000US36005,619.96,619.96,620.76
"Broome County, NY","county",05000US36007,267.52,267.52,285.83
"Cattaraugus County, NY","county",05000US36009,206.83,206.83,180.91
"Cayuga County, NY","county",05000US36011,200.35,200.35,193.98
"Chautauqua County, NY","county",05000US36013,225.89,225.89,231.79
"Chemung County, NY","county",05000US36015,225.15,225.15,201.58
"Chenango County, NY","county",05000US36017,121.59,121.59,124.77
"Clinton County, NY","county",05000US36019,100.4,100.4,129.42
"Columbia County, NY","county",05000US36021,146.82,146.82,142.33
"Cortland County, NY","county",05000US36023,136.68,136.68,115.89
"Delaware County, NY","county",05000US36025,140.29,140.29,141.95
"Dutchess County, NY","county",05000US36027,234.78,234.78,213.49
"Erie County, NY","county",05000US36029,468.14,468.14,447.72
"Essex County, NY","county",05000US36031,121.61,121.61,141.9
"Franklin County, NY","county",05000US36033,104.99,104.99,120.85
"Fulton County, NY","county",05000US36035,142.09,142.09,112.9
"Genesee County, NY","county",05000US36037,172.07,172.07,182.49
"Greene County, NY","county",05000US36039,206.76,206.76,223.31
"Hamilton County, NY","county",05000US36041,41.34,41.34,62.7
"Herkimer County, NY","county",05000US36043,239.18,239.18,213.12
"Jefferson County, NY","county",05000US36045,175.62,175.62,162.66
"Kings County, NY","county",05000US36047,632.75,632.75,620.91
"Lewis County, NY","county",05000US36049,93.24,93.24,102.77
"Livingston County, NY","county",05000US36051,75.83,75.83,90.87
"Madison County, NY","county",05000US36053,75.02,75.02,95.81
"Monroe County, NY","county",05000US36055,363.48,363.48,344.67
"Montgomery County, NY","county",05000US36057,129.19,129.19,108.7
"Nassau County, NY","county",05000US36059,173.38,173.38,163.41
"New York County, NY","county",05000US36061,620.06,620.06,621.06
"Niagara County, NY","county",05000US36063,377.52,377.52,379.04
"Oneida County, NY","county",05000US36065,245.34,245.34,255.2
"Onondaga County, NY","county",05000US36067,357.06,357.06,341.45
"Ontario County, NY","county",05000US36069,131.51,131.51,132.48
"Orange County, NY","county",05000US36071,276.78,276.78,253.97
"Orleans County, NY","county",05000US36073,173.12,173.12,145.12
"Oswego County, NY","county",05000US36075,155.98,155.98,164.33
"Otsego County, NY","county",05000US36077,175.89,175.89,127.22
"Putnam County, NY","county",05000US36079,59.13,59.13,50.01
"Queens County, NY","county",05000US36081,632.64,632.64,620.74
"Rensselaer County, NY","county",05000US36083,310.09,310.09,297.36
"Richmond County, NY","county",05000US36085,632.58,632.58,620.9
"Rockland County, NY","county",05000US36087,159.51,159.51,135.37
"St. Lawrence County, NY","county",05000US36089,123,123,114.42
"Saratoga County, NY","county",05000US36091,64.93,64.93,79.95
"Schenectady County, NY","county",05000US36093,457.04,457.04,429.18
"Schoharie County, NY","county",05000US36095,51.83,51.83,68.47
"Schuyler County, NY","county",05000US36097,85.1,85.1,86.34
"Seneca County, NY","county",05000US36099,176.28,176.28,208.86
"Steuben County, NY","county",05000US36101,154.15,154.15,147.55
"Suffolk County, NY","county",05000US36103,148.11,148.11,129.74
"Sullivan County, NY","county",05000US36105,257.78,257.78,237.66
"Tioga County, NY","county",05000US36107,66.97,66.97,72.47
"Tompkins County, NY","county",05000US36109,117.17,117.17,122.76
"Ulster County, NY","county",05000US36111,186.08,186.08,165.7
"Warren County, NY","county",05000US36113,164.23,164.23,123.79
"Washington County, NY","county",05000US36115,138.26,138.26,121.35
"Wayne County, NY","county",05000US36117,155.02,155.02,158.75
"Westchester County, NY","county",05000US36119,256.62,256.62,236.54
"Wyoming County, NY","county",05000US36121,94.74,94.74,108.37
"Yates County, NY","county",05000US36123,66.75,66.75,72.26
"Alamance County, NC","county",05000US37001,420.93,420.93,396.39
"Alexander County, NC","county",05000US37003,142.45,142.45,130.38
"Anson County, NC","county",05000US37007,477.16,477.16,513.65
"Ashe County, NC","county",05000US37009,107.2,107.2,78.32
"Avery County, NC","county",05000US37011,130.75,130.75,138.51
"Beaufort County, NC","county",05000US37013,351.75,351.75,328.74
"Bertie County, NC","county",05000US37015,143.94,143.94,153.8
"Bladen County, NC","county",05000US37017,335.64,335.64,259.91
"Brunswick County, NC","county",05000US37019,196.07,196.07,171.17
"Buncombe County, NC","county",05000US37021,251.36,251.36,242.96
"Burke County, NC","county",05000US37023,163.58,163.58,174.79
"Cabarrus County, NC","county",05000US37025,122.95,122.95,112.77
"Caldwell County, NC","county",05000US37027,154.6,154.6,147.39
"Camden County, NC","county",05000US37029,82.78,82.78,62.24
"Carteret County, NC","county",05000US37031,306.21,306.21,288.58
"Caswell County, NC","county",05000US37033,229.78,229.78,216.06
"Catawba County, NC","county",05000US37035,307.59,307.59,276.97
"Chatham County, NC","county",05000US37037,175.45,175.45,174.42
"Cherokee County, NC","county",05000US37039,209.94,209.94,194.82
"Chowan County, NC","county",05000US37041,261.31,261.31,316.34
"Clay County, NC","county",05000US37043,181.39,181.39,225.4
"Cleveland County, NC","county",05000US37045,220.56,220.56,207.61
"Columbus County, NC","county",05000US37047,395.51,395.51,443.48
"Craven County, NC","county",05000US37049,348.23,348.23,273.7
"Cumberland County, NC","county",05000US37051,537.99,537.99,540.52
"Currituck County, NC","county",05000US37053,194.17,194.17,157.26
"Dare County, NC","county",05000US37055,341,341,257.46
"Davidson County, NC","county",05000US37057,217.58,217.58,192.35
"Davie County, NC","county",05000US37059,197.45,197.45,166.74
"Duplin County, NC","county",05000US37061,337.32,337.32,288.16
"Durham County, NC","county",05000US37063,647.99,647.99,613.43
"Edgecombe County, NC","county",05000US37065,576.49,576.49,552.03
"Forsyth County, NC","county",05000US37067,541.6,541.6,527.72
"Franklin County, NC","county",05000US37069,183.94,183.94,182.26
"Gaston County, NC","county",05000US37071,391.41,391.41,383.85
"Granville County, NC","county",05000US37077,364.87,364.87,311.87
"Greene County, NC","county",05000US37079,209.99,209.99,143.23
"Guilford County, NC","county",05000US37081,460.43,460.43,419.06
"Halifax County, NC","county",05000US37083,517.84,517.84,476.22
"Harnett County, NC","county",05000US37085,300.76,300.76,271.59
"Haywood County, NC","county",05000US37087,266.62,266.62,278.44
"Henderson County, NC","county",05000US37089,161.21,161.21,154.37
"Hertford County, NC","county",05000US37091,263.86,263.86,325.44
"Hoke County, NC","county",05000US37093,137.71,137.71,107.17
"Iredell County, NC","county",05000US37097,282,282,262.44
"Jackson County, NC","county",05000US37099,327.76,327.76,218.89
"Johnston County, NC","county",05000US37101,198.46,198.46,183.03
"Lee County, NC","county",05000US37105,198.45,198.45,165.44
"Lenoir County, NC","county",05000US37107,621.42,621.42,706.93
"Lincoln County, NC","county",05000US37109,145.42,145.42,148.86
"McDowell County, NC","county",05000US37111,139.59,139.59,149.13
"Macon County, NC","county",05000US37113,106.15,106.15,136.89
"Madison County, NC","county",05000US37115,70.11,70.11,69.93
"Martin County, NC","county",05000US37117,461.07,461.07,531.65
"Mecklenburg County, NC","county",05000US37119,558.93,558.93,546.31
"Montgomery County, NC","county",05000US37123,209.18,209.18,202.86
"Moore County, NC","county",05000US37125,218.66,218.66,182.54
"Nash County, NC","county",05000US37127,566.75,566.75,537.08
"New Hanover County, NC","county",05000US37129,426.54,426.54,428.31
"Northampton County, NC","county",05000US37131,262.44,262.44,288.01
"Onslow County, NC","county",05000US37133,243.65,243.65,196.05
"Orange County, NC","county",05000US37135,162.89,162.89,150.14
"Pamlico County, NC","county",05000US37137,186.01,186.01,274.3
"Pasquotank County, NC","county",05000US37139,371.92,371.92,355.1
"Pender County, NC","county",05000US37141,267.89,267.89,195.79
"Perquimans County, NC","county",05000US37143,132.68,132.68,163.76
"Person County, NC","county",05000US37145,307.22,307.22,258.69
"Pitt County, NC","county",05000US37147,408.62,408.62,428.51
"Polk County, NC","county",05000US37149,82.88,82.88,67.68
"Randolph County, NC","county",05000US37151,144.73,144.73,157.96
"Richmond County, NC","county",05000US37153,518.65,518.65,446.27
"Robeson County, NC","county",05000US37155,819.09,819.09,649.59
"Rockingham County, NC","county",05000US37157,269.52,269.52,224.94
"Rowan County, NC","county",05000US37159,315.02,315.02,346.46
"Rutherford County, NC","county",05000US37161,219.16,219.16,158.27
"Sampson County, NC","county",05000US37163,197.36,197.36,210.48
"Scotland County, NC","county",05000US37165,487.52,487.52,632.97
"Stanly County, NC","county",05000US37167,214.12,214.12,221.21
"Stokes County, NC","county",05000US37169,354.27,354.27,307.92
"Surry County, NC","county",05000US37171,244.07,244.07,224.21
"Swain County, NC","county",05000US37173,323.72,323.72,298.7
"Transylvania County, NC","county",05000US37175,168.43,168.43,139.46
"Tyrrell County, NC","county",05000US37177,112.98,112.98,164.34
"Union County, NC","county",05000US37179,183.86,183.86,211.31
"Vance County, NC","county",05000US37181,555.49,555.49,601.26
"Wake County, NC","county",05000US37183,260.94,260.94,244.59
"Warren County, NC","county",05000US37185,231.04,231.04,230.87
"Washington County, NC","county",05000US37187,328.19,328.19,328.36
"Watauga County, NC","county",05000US37189,117.16,117.16,121.03
"Wayne County, NC","county",05000US37191,454.41,454.41,388.79
"Wilkes County, NC","county",05000US37193,239.45,239.45,217.45
"Wilson County, NC","county",05000US37195,420.88,420.88,393.95
"Yadkin County, NC","county",05000US37197,289.8,289.8,300.13
"Yancey County, NC","county",05000US37199,98.63,98.63,71.63
"Adams County, ND","county",05000US38001,28.22,28.22,42.37
"Barnes County, ND","county",05000US38003,56.5,56.5,159.77
"Benson County, ND","county",05000US38005,34.47,34.47,28.9
"Billings County, ND","county",05000US38007,124.28,124.28,36.81
"Bottineau County, ND","county",05000US38009,25.57,25.57,89.1
"Burke County, ND","county",05000US38013,127.64,127.64,73.7
"Burleigh County, ND","county",05000US38015,259.4,259.4,263.4
"Cass County, ND","county",05000US38017,284.31,284.31,307.18
"Cavalier County, ND","county",05000US38019,16.55,16.55,25.13
"Dickey County, ND","county",05000US38021,56.69,56.69,63.55
"Divide County, ND","county",05000US38023,0,0,14.51
"Dunn County, ND","county",05000US38025,236.53,236.53,194.13
"Eddy County, ND","county",05000US38027,55.21,55.21,55.06
"Emmons County, ND","county",05000US38029,20.64,20.64,9.38
"Foster County, ND","county",05000US38031,11.26,11.26,26.3
"Golden Valley County, ND","county",05000US38033,77.22,77.22,72.12
"Grand Forks County, ND","county",05000US38035,216.72,216.72,234.1
"Grant County, ND","county",05000US38037,103.63,103.63,98.07
"Griggs County, ND","county",05000US38039,68.43,68.43,98.61
"Hettinger County, ND","county",05000US38041,92.48,92.48,75.7
"Kidder County, ND","county",05000US38043,54.2,54.2,108.52
"LaMoure County, ND","county",05000US38045,53.7,53.7,55.62
"Logan County, ND","county",05000US38047,0,0,0
"McHenry County, ND","county",05000US38049,48.45,48.45,28.14
"McIntosh County, ND","county",05000US38051,80.04,80.04,47.76
"McKenzie County, ND","county",05000US38053,209.93,209.93,392.23
"McLean County, ND","county",05000US38055,65.81,65.81,97.96
"Mercer County, ND","county",05000US38057,109.3,109.3,101.08
"Morton County, ND","county",05000US38059,189.79,189.79,232.99
"Mountrail County, ND","county",05000US38061,110.75,110.75,256.2
"Nelson County, ND","county",05000US38063,106.02,106.02,117.55
"Oliver County, ND","county",05000US38065,17.87,17.87,106.4
"Pembina County, ND","county",05000US38067,62.33,62.33,86.18
"Pierce County, ND","county",05000US38069,15.08,15.08,118.06
"Ramsey County, ND","county",05000US38071,226.95,226.95,173.58
"Ransom County, ND","county",05000US38073,72.58,72.58,84.09
"Renville County, ND","county",05000US38075,26.56,26.56,38.26
"Richland County, ND","county",05000US38077,100.94,100.94,94.87
"Rolette County, ND","county",05000US38079,28.6,28.6,24.92
"Sargent County, ND","county",05000US38081,25.84,25.84,16.92
"Sheridan County, ND","county",05000US38083,49.96,49.96,76.45
"Sioux County, ND","county",05000US38085,0,0,7.46
"Slope County, ND","county",05000US38087,0,0,0
"Stark County, ND","county",05000US38089,201.18,201.18,218.32
"Steele County, ND","county",05000US38091,24.98,24.98,66.71
"Stutsman County, ND","county",05000US38093,185.64,185.64,212.32
"Towner County, ND","county",05000US38095,0,0,
"Traill County, ND","county",05000US38097,47.61,47.61,68.36
"Walsh County, ND","county",05000US38099,151.29,151.29,192.91
"Ward County, ND","county",05000US38101,211.65,211.65,226.71
"Wells County, ND","county",05000US38103,140.42,140.42,100.45
"Williams County, ND","county",05000US38105,332.35,332.35,468.55
"Adams County, OH","county",05000US39001,47.98,47.98,84.44
"Allen County, OH","county",05000US39003,469.36,469.36,435.07
"Ashland County, OH","county",05000US39005,62.53,62.53,61.37
"Ashtabula County, OH","county",05000US39007,139.87,139.87,120.95
"Athens County, OH","county",05000US39009,90.76,90.76,94.16
"Auglaize County, OH","county",05000US39011,39.37,39.37,55.3
"Belmont County, OH","county",05000US39013,62.79,62.79,87.2
"Brown County, OH","county",05000US39015,28.83,28.83,41
"Butler County, OH","county",05000US39017,353.09,353.09,354.67
"Carroll County, OH","county",05000US39019,119.11,119.11,197.01
"Champaign County, OH","county",05000US39021,76.33,76.33,103.66
"Clark County, OH","county",05000US39023,321.61,321.61,340.82
"Clermont County, OH","county",05000US39025,89.62,89.62,95.99
"Clinton County, OH","county",05000US39027,64.27,64.27,76.44
"Columbiana County, OH","county",05000US39029,35.99,35.99,66.64
"Coshocton County, OH","county",05000US39031,52.36,52.36,75.99
"Crawford County, OH","county",05000US39033,119.15,119.15,143.81
"Cuyahoga County, OH","county",05000US39035,559.78,559.78,588.89
"Darke County, OH","county",05000US39037,139.91,139.91,120.16
"Defiance County, OH","county",05000US39039,70.95,70.95,96.57
"Delaware County, OH","county",05000US39041,88.72,88.72,80.53
"Erie County, OH","county",05000US39043,245.09,245.09,157.46
"Fairfield County, OH","county",05000US39045,160.4,160.4,167.45
"Fayette County, OH","county",05000US39047,152.96,152.96,176.55
"Franklin County, OH","county",05000US39049,485.35,485.35,429.31
"Fulton County, OH","county",05000US39051,83.33,83.33,92.51
"Gallia County, OH","county",05000US39053,93.01,93.01,110.01
"Geauga County, OH","county",05000US39055,38.44,38.44,42.5
"Greene County, OH","county",05000US39057,113.97,113.97,114.58
"Guernsey County, OH","county",05000US39059,141.84,141.84,186.28
"Hamilton County, OH","county",05000US39061,500.87,500.87,462.86
"Hancock County, OH","county",05000US39063,127.74,127.74,119.18
"Hardin County, OH","county",05000US39065,47.84,47.84,90.4
"Harrison County, OH","county",05000US39067,79.45,79.45,93.93
"Henry County, OH","county",05000US39069,82.19,82.19,86.61
"Highland County, OH","county",05000US39071,166.68,166.68,98.93
"Hocking County, OH","county",05000US39073,47.63,47.63,88.08
"Holmes County, OH","county",05000US39075,36.43,36.43,20.15
"Huron County, OH","county",05000US39077,42.56,42.56,
"Jefferson County, OH","county",05000US39081,174.03,174.03,67.3
"Knox County, OH","county",05000US39083,68.55,68.55,86.42
"Lake County, OH","county",05000US39085,203.02,203.02,174.31
"Lawrence County, OH","county",05000US39087,166.55,166.55,155.41
"Licking County, OH","county",05000US39089,274.49,274.49,239.16
"Logan County, OH","county",05000US39091,121.56,121.56,116.91
"Lorain County, OH","county",05000US39093,225.65,225.65,179.69
"Lucas County, OH","county",05000US39095,781.41,781.41,793.57
"Madison County, OH","county",05000US39097,78.15,78.15,76.17
"Mahoning County, OH","county",05000US39099,346.31,346.31,316.08
"Marion County, OH","county",05000US39101,179.67,179.67,226.34
"Medina County, OH","county",05000US39103,95.14,95.14,49.8
"Meigs County, OH","county",05000US39105,80.25,80.25,105.08
"Mercer County, OH","county",05000US39107,74.29,74.29,70.1
"Miami County, OH","county",05000US39109,60.8,60.8,85.44
"Monroe County, OH","county",05000US39111,53.01,53.01,38.21
"Montgomery County, OH","county",05000US39113,420.53,420.53,377.58
